,RSI Length,RSI Buy Threshold,RSI Sell Threshold,Stop Loss (%),Take Profit (%),Risk (%),Final Equity,Sharpe Ratio,Max Drawdown (%),Total Trades,Total Return (%),CAGR (%),Time in Market (%)
175,5,15,80,0.03,0.1,0.02,173649.75251579285,0.25829438677528,-31.2898491667589,80,73.64975251579284,2.0034198777921786,11.624589930109828
176,5,15,85,0.02,0.05,0.01,159464.07521247864,0.28583415169221427,-25.949032964200324,76,59.46407521247864,1.6914443955256875,6.404221936956212
177,5,15,85,0.02,0.05,0.02,235232.50241279596,0.2819173450215703,-51.46201061508655,76,135.23250241279595,3.122378329360842,6.404221936956212
178,5,15,85,0.02,0.1,0.01,181076.2855167389,0.3326929057616435,-28.665792355502795,68,81.07628551673889,2.1570755915359063,6.404221936956212
179,5,15,85,0.02,0.1,0.02,297787.2394962311,0.3272327056423447,-55.167345484108864,68,197.78723949623108,4.000122665133921,6.404221936956212
180,5,15,85,0.03,0.05,0.01,137510.20580482483,0.2874504949562444,-17.337475073428433,76,37.51020580482483,1.151480578935704,6.404221936956212
181,5,15,85,0.03,0.05,0.02,183276.13849449158,0.28415590169631405,-34.502031964964736,76,83.27613849449158,2.2014252771749288,6.404221936956212
182,5,15,85,0.03,0.1,0.01,149981.00261116028,0.33427790020981535,-19.35975437207497,68,49.98100261116028,1.4675939037945618,6.404221936956212
183,5,15,85,0.03,0.1,0.02,216211.4072780609,0.3305976690459789,-37.74719205620442,68,116.21140727806092,2.8103209431090903,6.404221936956212
184,5,15,90,0.02,0.05,0.01,191541.19989204407,0.37571055847879975,-25.956762833159818,74,91.54119989204406,2.3635871145889054,3.351875624019398
185,5,15,90,0.02,0.05,0.02,346405.3532943725,0.36961437029810623,-51.47069067095577,74,246.4053532943725,4.566980698636214,3.351875624019398
186,5,15,90,0.02,0.1,0.01,214451.5072002411,0.404213251290484,-28.67035805804679,56,114.45150720024108,2.7801230636029794,3.351875624019398
187,5,15,90,0.02,0.1,0.02,419695.6112213135,0.3957220464535523,-55.18709717055471,56,319.69561122131347,5.290807013902832,3.351875624019398
188,5,15,90,0.03,0.05,0.01,155091.95782661438,0.3776543173686075,-17.348534384080704,74,55.091957826614376,1.5898803985023635,3.351875624019398
189,5,15,90,0.03,0.05,0.02,234999.51288604736,0.3735235570280544,-34.50853314230456,74,134.99951288604737,3.118705337245742,3.351875624019398
190,5,15,90,0.03,0.1,0.01,167870.93216323853,0.40668432601241894,-19.367990356795232,56,67.87093216323854,1.8794075662751153,3.351875624019398
191,5,15,90,0.03,0.1,0.02,271214.0449028015,0.4014193240713106,-37.73324671899246,56,171.21404490280153,3.651302456807648,3.351875624019398
192,5,20,80,0.02,0.05,0.01,160913.3179359436,0.2695741541498079,-27.1243614702859,124,60.9133179359436,1.7245184797560764,13.478818998716303
193,5,20,80,0.02,0.05,0.02,236877.4498710633,0.27428620096360107,-50.16255817015873,124,136.8774498710633,3.1482109527867452,13.478818998716303
194,5,20,80,0.02,0.1,0.01,169940.6219482422,0.29326404280405594,-27.146706714826585,120,69.94062194824218,1.9242892162886216,13.478818998716303
195,5,20,80,0.02,0.1,0.02,262864.7194290161,0.29621933851591675,-51.06387555824217,120,162.8647194290161,3.5348730282114937,13.478818998716303
196,5,20,80,0.03,0.05,0.01,138557.27922058105,0.2687120056225822,-18.542254206888963,124,38.55727922058105,1.1790638633937922,13.478818998716303
197,5,20,80,0.03,0.05,0.02,185119.01708221436,0.2709496062262828,-35.22602870432509,124,85.11901708221436,2.238184984887992,13.478818998716303
198,5,20,80,0.03,0.1,0.01,143708.9083557129,0.2924615729475228,-18.54582602397737,120,43.708908355712886,1.311913432086409,13.478818998716303
199,5,20,80,0.03,0.1,0.02,198756.28425216675,0.2939038480367255,-35.5122346176818,120,98.75628425216675,2.499725263264163,13.478818998716303
200,5,20,85,0.02,0.05,0.01,190157.34587097168,0.34542323619356446,-27.746563707591104,106,90.15734587097168,2.3369117017346452,8.258451005562687
201,5,20,85,0.02,0.05,0.02,327885.4313926697,0.34072468535611766,-54.658789933768844,106,227.88543139266966,4.360672006503008,8.258451005562687
202,5,20,85,0.02,0.1,0.01,206015.4507713318,0.37671284546782124,-29.3910925670339,92,106.01545077133179,2.631969400848022,8.258451005562687
203,5,20,85,0.02,0.1,0.02,381514.71218872076,0.3702960624329517,-57.47888125644367,92,281.51471218872075,4.930456226785496,8.258451005562687
204,5,20,85,0.03,0.05,0.01,154952.75249671936,0.3470956778098615,-18.590886792576992,106,54.952752496719356,1.58660151809622,8.258451005562687
205,5,20,85,0.03,0.05,0.02,230857.10091209415,0.343856815616286,-36.81322897897354,106,130.85710091209415,3.0528089372526823,8.258451005562687
206,5,20,85,0.03,0.1,0.01,163664.813955307,0.37888070576014676,-19.630906442609966,92,63.66481395530701,1.7865294586008273,8.258451005562687
207,5,20,85,0.03,0.1,0.02,256319.60902786258,0.37454902515141675,-38.97147610796836,92,156.31960902786258,3.4410825284125313,8.258451005562687
208,5,20,90,0.02,0.05,0.01,225685.99703407288,0.4236582752394786,-27.743035190580713,96,125.68599703407288,2.968929858522218,5.206104692625874
209,5,20,90,0.02,0.05,0.02,463589.7716464996,0.41039667204617825,-54.64051961470059,96,363.58977164649957,5.667928441705206,5.206104692625874
210,5,20,90,0.02,0.1,0.01,236410.1665725708,0.4294926036492806,-28.368561044969002,64,136.4101665725708,3.1408902611159917,5.206104692625874
211,5,20,90,0.02,0.1,0.02,499888.75963401794,0.4188981438120409,-55.18196980436896,64,399.88875963401796,5.954636806252589,5.206104692625874
212,5,20,90,0.03,0.05,0.01,173672.07960128784,0.42806200250270604,-18.590013414355347,96,73.67207960128785,2.0038912524803942,5.206104692625874
213,5,20,90,0.03,0.05,0.02,290276.86964035034,0.4193326639537394,-36.831765792560304,96,190.27686964035033,3.9046793912369315,5.206104692625874
214,5,20,90,0.03,0.1,0.01,179491.00798416138,0.432789807631333,-19.07527674791466,64,79.49100798416137,2.124792719534252,5.206104692625874
215,5,20,90,0.03,0.1,0.02,307538.9521522522,0.426165363903743,-37.48826660132108,64,207.5389521522522,4.120644281521946,5.206104692625874
